zone_id,industry_group,jobs
153011,Hospitality,117
153011,Transportation,535
31091,Education,32
31091,Hospitality,760
31091,Manufacturing,30
31091,Government,26
31091,Professional Services,133
29044,Education,829
29044,Hospitality,397
29044,Transportation,835
29044,Government,444
29044,Manufacturing,1347
119023,Transportation,150
119023,Hospitality,14
119023,Professional Services,246
119023,Government,91
119023,Retail,503
69003,Transportation,423
69003,Education,148
69003,Healthcare,401
69003,Manufacturing,237
170061,Professional Services,3
170061,Education,1
170061,Retail,89
170061,Government,18
170061,Healthcare,219
125012,Retail,796
125012,Hospitality,237
125012,Manufacturing,39
125012,Transportation,131
166074,Professional Services,86
166074,Education,5
166074,Manufacturing,8
166074,Retail,18
166074,Transportation,70
166074,Government,18
124022,Retail,145
124022,Hospitality,101
124022,Education,68
124022,Manufacturing,9
124022,Transportation,97
124022,Government,16
200281,Healthcare,787
200281,Education,1174
200281,Hospitality,280
200281,Government,1343
163021,Manufacturing,867
163021,Government,358
163021,Retail,21
163021,Transportation,1633
163021,Professional Services,787
105023,Manufacturing,762
105023,Education,457
105023,Retail,26
105023,Hospitality,1339
105023,Transportation,68
167053,Transportation,39
167053,Government,13
167053,Professional Services,107
167053,Retail,308
167053,Hospitality,102
167053,Manufacturing,189
88002,Hospitality,188
88002,Professional Services,505
88002,Transportation,176
88002,Manufacturing,367
88002,Retail,496
83583,Hospitality,104
83583,Government,92
83583,Transportation,554
83583,Healthcare,906
83583,Retail,109
83583,Manufacturing,37
82012,Manufacturing,26
82012,Government,403
82012,Education,18
82012,Transportation,190
205003,Government,1461
205003,Hospitality,704
205003,Transportation,1929
205003,Healthcare,1392
205003,Professional Services,1509
168041,Professional Services,2299
168041,Hospitality,57
168041,Government,870
168041,Manufacturing,138
168041,Education,617
27021,Education,166
27021,Retail,41
27021,Manufacturing,145
27021,Hospitality,69
27021,Government,1060
48003,Hospitality,865
48003,Transportation,125
48003,Professional Services,550
48003,Retail,313
56012,Hospitality,577
56012,Transportation,83
56012,Professional Services,853
56012,Manufacturing,660
56012,Retail,8
198113,Education,22
198113,Government,148
198113,Manufacturing,45
198113,Healthcare,69
198113,Retail,5
99011,Government,183
99011,Transportation,415
99011,Professional Services,70
99011,Education,26
99011,Manufacturing,753
104022,Healthcare,188
104022,Education,18
104022,Transportation,343
104022,Manufacturing,123
104022,Government,304
104022,Hospitality,3
18011,Government,122
18011,Retail,276
18011,Education,36
18011,Professional Services,300
68011,Manufacturing,153
68011,Retail,591
68011,Healthcare,67
68011,Government,289
68011,Hospitality,265
68011,Education,39
31132,Manufacturing,820
31132,Government,247
31132,Retail,5542
31132,Education,410
31132,Hospitality,1870
31132,Transportation,228
203121,Retail,125
203121,Education,599
203121,Healthcare,798
203121,Hospitality,47
203121,Manufacturing,1500
203121,Transportation,150
9013,Healthcare,30
9013,Manufacturing,353
9013,Hospitality,207
9013,Education,31
9013,Government,101
9013,Professional Services,359
93074,Government,363
93074,Retail,923
93074,Professional Services,285
93074,Education,283
93074,Manufacturing,1174
170221,Professional Services,319
170221,Hospitality,2952
170221,Transportation,1348
170221,Education,874
170221,Government,486
170221,Retail,391
202071,Retail,1866
202071,Education,518
202071,Manufacturing,387
202071,Healthcare,1270
202071,Hospitality,114
166073,Government,544
166073,Professional Services,67
166073,Manufacturing,144
166073,Healthcare,1106
166073,Retail,48
138013,Government,66
138013,Education,162
138013,Retail,55
138013,Healthcare,727
207061,Government,303
207061,Retail,464
207061,Transportation,2339
207061,Education,283
34012,Hospitality,14
34012,Manufacturing,1331
34012,Transportation,53
34012,Healthcare,177
34012,Education,926
34012,Professional Services,74
198101,Healthcare,200
198101,Professional Services,596
198101,Manufacturing,922
198101,Transportation,238
198101,Education,2091
1001,Government,828
1001,Healthcare,59
1001,Hospitality,272
1001,Retail,1529
1001,Education,513
85103,Transportation,1105
85103,Professional Services,539
85103,Manufacturing,1286
85103,Government,1380
85103,Hospitality,341
156012,Manufacturing,58
156012,Government,511
156012,Professional Services,69
156012,Hospitality,479
193033,Transportation,3368
193033,Hospitality,625
193033,Education,1831
193033,Government,94
63001,Healthcare,156
63001,Transportation,1293
63001,Manufacturing,88
63001,Professional Services,330
63001,Government,196
63001,Retail,97
155014,Manufacturing,2038
155014,Transportation,3967
155014,Healthcare,542
155014,Government,5159
189061,Education,266
189061,Government,213
189061,Retail,62
189061,Hospitality,57
189061,Manufacturing,120
189061,Healthcare,254
33031,Hospitality,814
33031,Professional Services,938
33031,Healthcare,4515
33031,Retail,1857
33031,Transportation,165
33031,Manufacturing,336
133261,Professional Services,305
133261,Hospitality,207
133261,Transportation,196
133261,Healthcare,726
133261,Retail,727
220001,Retail,16
220001,Healthcare,111
220001,Professional Services,318
220001,Hospitality,561
133262,Hospitality,408
133262,Transportation,195
133262,Manufacturing,201
133262,Government,127
133262,Healthcare,238
31121,Healthcare,36
31121,Transportation,29
31121,Hospitality,904
31121,Education,386
213022,Hospitality,1077
213022,Transportation,178
213022,Professional Services,529
213022,Government,160
213022,Education,704
90002,Education,415
90002,Healthcare,146
90002,Transportation,723
90002,Hospitality,103
90002,Retail,1055
90002,Manufacturing,451
170602,Manufacturing,221
170602,Education,339
170602,Government,319
170602,Retail,200
185172,Transportation,91
185172,Education,459
185172,Retail,198
185172,Manufacturing,380
185172,Hospitality,641
83013,Transportation,453
83013,Manufacturing,11038
83013,Professional Services,587
83013,Healthcare,353
168122,Education,26
168122,Government,454
168122,Manufacturing,3995
168122,Hospitality,4084
82011,Hospitality,282
82011,Healthcare,229
82011,Education,1800
82011,Manufacturing,364
82011,Retail,4
170102,Government,125
170102,Professional Services,946
170102,Healthcare,22
170102,Transportation,315
170102,Manufacturing,463
93011,Transportation,1063
93011,Retail,2
93011,Professional Services,209
93011,Healthcare,85
93011,Manufacturing,654
202133,Transportation,452
202133,Healthcare,467
202133,Government,593
202133,Professional Services,1629
31131,Retail,246
31131,Manufacturing,177
31131,Hospitality,112
31131,Education,47
31131,Healthcare,138
83644,Transportation,19
83644,Education,404
83644,Retail,137
83644,Hospitality,458
83644,Professional Services,21
83644,Manufacturing,395
134141,Manufacturing,59
134141,Education,170
134141,Hospitality,148
134141,Professional Services,27
65002,Professional Services,1139
65002,Manufacturing,40
65002,Healthcare,288
65002,Retail,390
65002,Government,732
212061,Healthcare,250
212061,Transportation,133
212061,Professional Services,778
212061,Manufacturing,1941
212061,Government,135
176051,Government,237
176051,Transportation,60
176051,Healthcare,553
176051,Hospitality,73
176051,Manufacturing,247
100121,Retail,1635
100121,Transportation,1419
100121,Manufacturing,447
100121,Government,2521
100121,Education,1433
28011,Retail,35
28011,Manufacturing,228
28011,Hospitality,84
28011,Professional Services,254
100094,Transportation,48
100094,Healthcare,102
100094,Government,2
100094,Hospitality,331
85123,Healthcare,803
85123,Education,687
85123,Retail,170
85123,Manufacturing,553
204052,Government,778
204052,Healthcare,446
204052,Education,1203
204052,Hospitality,84
204052,Transportation,225
204052,Retail,1903
85132,Professional Services,49
85132,Education,890
85132,Manufacturing,2510
85132,Transportation,197
85132,Healthcare,4583
163023,Transportation,53
163023,Government,191
163023,Hospitality,498
163023,Professional Services,92
163023,Manufacturing,50
163023,Education,312
124021,Government,619
124021,Retail,1055
124021,Hospitality,1168
124021,Transportation,1324
124021,Healthcare,606
117004,Professional Services,459
117004,Healthcare,278
117004,Government,628
117004,Manufacturing,281
117004,Transportation,49
117004,Retail,51
200193,Manufacturing,85
200193,Retail,112
200193,Healthcare,1212
200193,Professional Services,140
170701,Hospitality,414
170701,Professional Services,3177
170701,Healthcare,371
170701,Government,43
83063,Transportation,953
83063,Education,101
83063,Hospitality,1149
83063,Retail,549
83063,Professional Services,3
83063,Government,497
101102,Government,276
101102,Professional Services,14
101102,Hospitality,69
101102,Transportation,0
101102,Education,80
33053,Professional Services,551
33053,Transportation,1254
33053,Manufacturing,422
33053,Education,1779
33053,Retail,1341
33053,Government,1482
97044,Hospitality,2613
97044,Healthcare,392
97044,Retail,2707
97044,Professional Services,548
185212,Healthcare,222
185212,Hospitality,190
185212,Retail,201
185212,Education,82
185212,Manufacturing,334
192061,Government,0
192061,Professional Services,956
192061,Education,824
192061,Hospitality,63
192061,Transportation,223
192061,Manufacturing,516
205002,Manufacturing,58
205002,Healthcare,15
205002,Hospitality,1665
205002,Retail,1082
194053,Transportation,1287
194053,Education,603
194053,Retail,177
194053,Healthcare,218
188032,Transportation,50
188032,Manufacturing,455
188032,Retail,413
188032,Healthcare,154
188032,Professional Services,26
188032,Government,4
163011,Hospitality,17
163011,Healthcare,350
163011,Government,136
163011,Manufacturing,420
163011,Professional Services,65
6001,Manufacturing,251
6001,Education,670
6001,Healthcare,138
6001,Retail,320
6001,Transportation,240
6001,Government,148
41021,Retail,1033
41021,Manufacturing,512
41021,Transportation,1839
41021,Government,1811
31152,Retail,277
31152,Government,117
31152,Education,3
31152,Transportation,2552
136051,Government,17
136051,Transportation,29
136051,Retail,581
136051,Healthcare,233
136051,Hospitality,434
171132,Transportation,369
171132,Healthcare,933
171132,Retail,222
171132,Education,322
171132,Government,1042
171132,Hospitality,734
23013,Government,9
23013,Hospitality,21
23013,Professional Services,18
23013,Manufacturing,3
23013,Education,78
23013,Retail,10
102013,Manufacturing,2038
102013,Retail,292
102013,Transportation,202
102013,Healthcare,77
102013,Hospitality,2475
200211,Transportation,51
200211,Healthcare,67
200211,Retail,188
200211,Manufacturing,72
83731,Manufacturing,7
83731,Healthcare,915
83731,Professional Services,225
83731,Education,159
98011,Hospitality,67
98011,Manufacturing,41
98011,Professional Services,169
98011,Healthcare,383
32085,Retail,96
32085,Professional Services,49
32085,Hospitality,144
32085,Healthcare,32
32085,Education,223
32085,Government,19
100091,Manufacturing,523
100091,Healthcare,175
100091,Retail,28
100091,Hospitality,1323
100091,Government,1168
100091,Education,1922
103002,Professional Services,118
103002,Transportation,485
103002,Retail,139
103002,Education,162
103002,Hospitality,216
103002,Manufacturing,67
126001,Manufacturing,1017
126001,Hospitality,57
126001,Professional Services,115
126001,Education,1201
126001,Retail,79
85011,Education,7
85011,Government,144
85011,Hospitality,21
85011,Professional Services,469
85011,Retail,399
85011,Manufacturing,693
133094,Education,642
133094,Transportation,324
133094,Healthcare,225
133094,Retail,346
133094,Professional Services,1241
27031,Retail,838
27031,Professional Services,427
27031,Government,106
27031,Healthcare,566
133181,Professional Services,117
133181,Hospitality,394
133181,Healthcare,20
133181,Transportation,40
31111,Professional Services,1480
31111,Transportation,1222
31111,Healthcare,1141
31111,Manufacturing,17
31111,Government,573
8004,Healthcare,182
8004,Transportation,36
8004,Education,529
8004,Manufacturing,114
8004,Professional Services,253
8004,Retail,45
152001,Retail,17
152001,Hospitality,37
152001,Transportation,15
152001,Manufacturing,214
152001,Government,63
152001,Professional Services,98
136042,Retail,566
136042,Professional Services,313
136042,Healthcare,74
136042,Manufacturing,277
172021,Manufacturing,2174
172021,Professional Services,2301
172021,Transportation,810
172021,Government,27
172021,Education,1273
172021,Healthcare,394
54022,Retail,238
54022,Professional Services,663
54022,Education,2926
54022,Hospitality,58
100103,Education,51
100103,Professional Services,42
100103,Government,658
100103,Transportation,570
170591,Government,728
170591,Professional Services,68
170591,Manufacturing,53
170591,Healthcare,362
170591,Transportation,109
198091,Retail,124
198091,Manufacturing,782
198091,Education,65
198091,Hospitality,73
198091,Healthcare,310
95061,Education,2958
95061,Transportation,507
95061,Professional Services,7401
95061,Retail,854
68022,Education,190
68022,Hospitality,87
68022,Manufacturing,400
68022,Healthcare,314
68022,Professional Services,279
68022,Transportation,1280
100152,Transportation,76
100152,Education,984
100152,Professional Services,394
100152,Retail,758
100152,Hospitality,343
100152,Manufacturing,108
165023,Healthcare,247
165023,Transportation,72
165023,Hospitality,2402
165023,Government,1056
165023,Professional Services,174
165023,Retail,618
173081,Hospitality,656
173081,Retail,1011
173081,Manufacturing,97
173081,Transportation,478
83712,Retail,284
83712,Hospitality,460
83712,Education,4
83712,Transportation,215
83712,Professional Services,469
159011,Healthcare,1071
159011,Transportation,6
159011,Manufacturing,17
159011,Retail,15
159011,Hospitality,92
159011,Education,314
28031,Transportation,28
28031,Retail,145
28031,Government,366
28031,Education,878
28031,Professional Services,53
28031,Hospitality,225
154031,Manufacturing,14
154031,Retail,467
154031,Government,138
154031,Education,441
154031,Professional Services,424
154031,Hospitality,264
134243,Hospitality,708
134243,Retail,1533
134243,Education,4
134243,Manufacturing,1189
134243,Transportation,45
85096,Manufacturing,379
85096,Retail,447
85096,Transportation,426
85096,Government,317
85096,Hospitality,327
171041,Professional Services,1105
171041,Government,595
171041,Retail,725
171041,Education,1071
178014,Government,347
178014,Hospitality,697
178014,Education,46
178014,Professional Services,591
81022,Healthcare,725
81022,Manufacturing,63
81022,Transportation,354
81022,Government,799
36021,Healthcare,66
36021,Transportation,1
36021,Education,63
36021,Manufacturing,50
36021,Government,119
194042,Transportation,2907
194042,Manufacturing,263
194042,Government,349
194042,Education,605
170643,Professional Services,804
170643,Healthcare,1110
170643,Retail,337
170643,Government,219
170341,Professional Services,645
170341,Manufacturing,480
170341,Hospitality,2149
170341,Transportation,1131
170341,Retail,35
186011,Healthcare,47
186011,Manufacturing,8
186011,Hospitality,53
186011,Professional Services,12
186011,Retail,13
93071,Manufacturing,4728
93071,Transportation,4362
93071,Hospitality,880
93071,Retail,1873
170483,Government,203
170483,Hospitality,1133
170483,Transportation,27
170483,Professional Services,39
170483,Manufacturing,31
170483,Retail,162
146013,Retail,1227
146013,Hospitality,340
146013,Professional Services,612
146013,Manufacturing,1098
146013,Healthcare,245
146013,Education,1380
76011,Healthcare,35
76011,Professional Services,0
76011,Manufacturing,128
76011,Transportation,173
76011,Education,274
76011,Government,100
39012,Manufacturing,562
39012,Professional Services,538
39012,Transportation,118
39012,Retail,1623
39012,Education,297
200322,Education,12
200322,Healthcare,212
200322,Professional Services,161
200322,Transportation,316
51023,Government,433
51023,Healthcare,525
51023,Professional Services,42
51023,Education,30
83732,Manufacturing,3
83732,Healthcare,1165
83732,Government,4518
83732,Hospitality,527
83732,Education,1377
83732,Transportation,2533
201111,Hospitality,345
201111,Healthcare,188
201111,Professional Services,8
201111,Manufacturing,104
201111,Government,193
201111,Transportation,686
97066,Manufacturing,97
97066,Hospitality,188
97066,Professional Services,1049
97066,Retail,217
97066,Transportation,608
97066,Healthcare,41
212062,Manufacturing,1607
212062,Retail,1531
212062,Government,444
212062,Healthcare,373
134222,Professional Services,738
134222,Retail,384
134222,Government,48
134222,Manufacturing,705
134222,Education,950
103001,Healthcare,786
103001,Retail,285
103001,Education,267
103001,Hospitality,107
103001,Professional Services,624
80063,Transportation,1440
80063,Healthcare,560
80063,Hospitality,363
80063,Government,148
101101,Education,408
101101,Healthcare,1175
101101,Government,3156
101101,Manufacturing,10987
166162,Retail,145
166162,Hospitality,102
166162,Government,350
166162,Manufacturing,924
166162,Education,197
83511,Healthcare,171
83511,Manufacturing,268
83511,Education,208
83511,Transportation,1281
83511,Professional Services,125
83511,Retail,114
175012,Hospitality,601
175012,Government,575
175012,Transportation,172
175012,Healthcare,3306
39023,Government,1226
39023,Professional Services,221
39023,Education,493
39023,Hospitality,920
39023,Transportation,1642
39023,Healthcare,388
97032,Professional Services,696
97032,Hospitality,3951
97032,Healthcare,86
97032,Education,4
97032,Transportation,525
83463,Government,870
83463,Retail,921
83463,Professional Services,510
83463,Education,497
83463,Hospitality,414
158011,Retail,208
158011,Manufacturing,34
158011,Government,107
158011,Hospitality,286
158011,Education,11
202113,Healthcare,3185
202113,Education,437
202113,Government,453
202113,Professional Services,290
202113,Retail,3498
138022,Professional Services,56
138022,Education,174
138022,Transportation,218
138022,Retail,119
138022,Hospitality,78
17001,Government,92
17001,Transportation,937
17001,Retail,464
17001,Manufacturing,151
17001,Healthcare,730
135041,Education,256
135041,Healthcare,365
135041,Retail,34
135041,Manufacturing,114
135041,Transportation,48
135041,Government,100
36022,Transportation,20
36022,Retail,539
36022,Healthcare,405
36022,Education,255
36022,Hospitality,233
36022,Professional Services,254
131024,Hospitality,1117
131024,Education,358
131024,Healthcare,221
131024,Manufacturing,630
131024,Transportation,106
200341,Professional Services,536
200341,Retail,1758
200341,Transportation,91
200341,Healthcare,29
28032,Retail,411
28032,Professional Services,591
28032,Education,445
28032,Hospitality,1197
168074,Transportation,2595
168074,Hospitality,418
168074,Professional Services,596
168074,Healthcare,1884
168074,Manufacturing,196
168074,Government,2037
173033,Hospitality,120
173033,Healthcare,1193
173033,Transportation,396
173033,Manufacturing,22
173033,Professional Services,989
181023,Professional Services,211
181023,Manufacturing,19
181023,Education,287
181023,Transportation,508
181023,Government,425
83033,Education,661
83033,Government,902
83033,Healthcare,282
83033,Hospitality,1464
83033,Manufacturing,978
83033,Professional Services,18
200401,Government,432
200401,Retail,1699
200401,Healthcare,203
200401,Education,2941
83242,Education,120
83242,Hospitality,52
83242,Government,114
83242,Retail,291
83242,Healthcare,22
5001,Professional Services,2517
5001,Hospitality,232
5001,Transportation,44
5001,Education,302
136011,Hospitality,808
136011,Professional Services,134
136011,Healthcare,128
136011,Education,467
136011,Manufacturing,301
136011,Retail,1560
166211,Government,140
166211,Hospitality,361
166211,Healthcare,246
166211,Retail,636
208102,Healthcare,487
208102,Manufacturing,2155
208102,Retail,2244
208102,Professional Services,1350
175013,Government,244
175013,Transportation,765
175013,Education,395
175013,Manufacturing,80
175013,Hospitality,96
83491,Transportation,871
83491,Professional Services,431
83491,Government,390
83491,Healthcare,56
83491,Education,275
178012,Hospitality,11
178012,Government,246
178012,Professional Services,10
178012,Retail,367
178012,Transportation,403
178012,Education,510
192063,Transportation,173
192063,Education,38
192063,Retail,322
192063,Healthcare,390
192063,Government,790
192063,Manufacturing,121
186182,Education,230
186182,Healthcare,84
186182,Professional Services,17
186182,Transportation,344
83461,Government,69
83461,Manufacturing,105
83461,Healthcare,5
83461,Transportation,72
83461,Education,244
200262,Education,3910
200262,Hospitality,224
200262,Healthcare,564
200262,Retail,2896
200312,Retail,93
200312,Government,416
200312,Professional Services,189
200312,Hospitality,62
200312,Transportation,84
183021,Manufacturing,232
183021,Healthcare,28
183021,Retail,174
183021,Education,307
157051,Education,187
157051,Transportation,13
157051,Manufacturing,7
157051,Government,52
83582,Government,198
83582,Manufacturing,65
83582,Healthcare,282
83582,Hospitality,133
83582,Professional Services,339
166091,Government,39
166091,Professional Services,21
166091,Manufacturing,95
166091,Transportation,173
166091,Education,44
166091,Hospitality,177
136043,Transportation,969
136043,Professional Services,2660
136043,Education,3806
136043,Retail,491
2023,Hospitality,1261
2023,Retail,243
2023,Manufacturing,16
2023,Education,1923
2023,Transportation,448
2023,Professional Services,596
76022,Education,188
76022,Professional Services,184
76022,Hospitality,261
76022,Government,48
76022,Healthcare,200
76022,Manufacturing,92
91032,Manufacturing,38
91032,Hospitality,4182
91032,Education,1632
91032,Transportation,4460
91032,Retail,2826
91032,Healthcare,590
95102,Professional Services,1529
95102,Government,995
95102,Retail,503
95102,Transportation,1161
95102,Education,187
34043,Healthcare,22
34043,Professional Services,105
34043,Transportation,649
34043,Government,575
79071,Hospitality,25
79071,Professional Services,84
79071,Retail,2
79071,Manufacturing,51
79071,Government,30
100151,Manufacturing,7313
100151,Transportation,3028
100151,Government,438
100151,Retail,2501
100151,Education,158
100151,Professional Services,773
170402,Education,68
170402,Retail,21
170402,Transportation,80
170402,Hospitality,147
170402,Healthcare,202
83132,Education,127
83132,Transportation,75
83132,Retail,29
83132,Healthcare,170
83132,Professional Services,9
9011,Healthcare,1895
9011,Transportation,1941
9011,Hospitality,48
9011,Retail,627
9011,Education,28
166171,Transportation,69
166171,Professional Services,4674
166171,Hospitality,3099
166171,Manufacturing,2098
166171,Retail,2831
166171,Healthcare,3478
195033,Retail,2353
195033,Professional Services,1547
195033,Transportation,602
195033,Education,1054
195033,Government,729
30034,Transportation,1364
30034,Professional Services,82
30034,Healthcare,1272
30034,Education,285
98024,Education,892
98024,Hospitality,107
98024,Transportation,203
98024,Manufacturing,335
98024,Healthcare,1182
98024,Retail,369
154051,Education,693
154051,Retail,1189
154051,Healthcare,1077
154051,Manufacturing,938
185223,Hospitality,170
185223,Professional Services,121
185223,Manufacturing,557
185223,Retail,2102
185223,Healthcare,631
95054,Healthcare,114
95054,Transportation,302
95054,Education,926
95054,Government,357
95054,Professional Services,485
95054,Manufacturing,145
162011,Manufacturing,242
162011,Hospitality,368
162011,Government,145
162011,Retail,984
162011,Healthcare,15
162011,Transportation,230
134011,Healthcare,228
134011,Professional Services,501
134011,Government,739
134011,Hospitality,142
134011,Transportation,55
134011,Manufacturing,44
156022,Education,16
156022,Transportation,409
156022,Hospitality,159
156022,Retail,332
170351,Professional Services,26
170351,Transportation,205
170351,Hospitality,275
170351,Retail,65
170351,Healthcare,833
166081,Education,91
166081,Government,9
166081,Manufacturing,37
166081,Professional Services,55
166081,Hospitality,53
166081,Retail,149
133191,Professional Services,69
133191,Healthcare,502
133191,Retail,246
133191,Hospitality,430
133191,Government,267
133191,Manufacturing,140
138021,Education,293
138021,Government,315
138021,Professional Services,75
138021,Hospitality,59
185202,Government,135
185202,Education,238
185202,Healthcare,129
185202,Retail,80
185202,Transportation,24
185202,Professional Services,64
198051,Retail,359
198051,Hospitality,575
198051,Education,299
198051,Transportation,88
198051,Healthcare,592
198051,Professional Services,214
27073,Hospitality,4463
27073,Retail,114
27073,Healthcare,205
27073,Professional Services,1547
100093,Government,3024
100093,Healthcare,788
100093,Manufacturing,163
100093,Transportation,157
195021,Government,119
195021,Hospitality,104
195021,Education,97
195021,Healthcare,101
195021,Transportation,11
195021,Manufacturing,8
83453,Healthcare,43
83453,Manufacturing,187
83453,Education,414
83453,Government,97
200302,Government,46
200302,Transportation,1066
200302,Healthcare,1432
200302,Education,522
200302,Professional Services,275
200302,Retail,875
150021,Transportation,0
150021,Healthcare,161
150021,Government,127
150021,Retail,15
150021,Manufacturing,444
100034,Government,125
100034,Transportation,48
100034,Retail,528
100034,Professional Services,336
100034,Education,348
100034,Manufacturing,91
137021,Healthcare,125
137021,Manufacturing,415
137021,Transportation,10
137021,Hospitality,234
137021,Professional Services,1020
137021,Education,1162
200444,Professional Services,25
200444,Transportation,1
200444,Retail,442
200444,Government,276
200444,Education,13
27071,Government,520
27071,Retail,163
27071,Hospitality,86
27071,Healthcare,1218
185151,Government,291
185151,Manufacturing,34
185151,Transportation,43
185151,Hospitality,14
185151,Retail,44
185151,Healthcare,117
193042,Hospitality,150
193042,Healthcare,73
193042,Manufacturing,699
193042,Retail,105
193042,Transportation,25
131041,Manufacturing,41
131041,Professional Services,363
131041,Transportation,20
131041,Retail,275
131041,Hospitality,1712
126002,Professional Services,89
126002,Education,29
126002,Healthcare,193
126002,Retail,83
126002,Manufacturing,37
203043,Retail,310
203043,Government,827
203043,Education,217
203043,Transportation,988
203043,Healthcare,345
93054,Transportation,937
93054,Healthcare,45
93054,Hospitality,305
93054,Education,167
93054,Professional Services,111
93054,Government,209
30012,Government,397
30012,Retail,1173
30012,Manufacturing,591
30012,Professional Services,591
30012,Healthcare,221
142001,Manufacturing,1467
142001,Healthcare,219
142001,Transportation,277
142001,Government,249
170141,Government,1540
170141,Manufacturing,1341
170141,Professional Services,1333
170141,Retail,218
170141,Hospitality,1073
170141,Transportation,667
80061,Manufacturing,1095
80061,Retail,35
80061,Hospitality,84
80061,Transportation,624
80061,Professional Services,185
28033,Professional Services,176
28033,Retail,500
28033,Education,268
28033,Transportation,284
170101,Healthcare,390
170101,Manufacturing,216
170101,Transportation,86
170101,Hospitality,95
170101,Government,1231
83602,Government,746
83602,Professional Services,1885
83602,Healthcare,302
83602,Retail,15
85063,Retail,18
85063,Professional Services,1616
85063,Transportation,37
85063,Healthcare,217
185094,Retail,193
185094,Government,167
185094,Transportation,96
185094,Healthcare,543
185094,Hospitality,363
185094,Manufacturing,512
207062,Government,12
207062,Education,122
207062,Transportation,144
207062,Professional Services,11
207062,Manufacturing,316
207062,Retail,356
190011,Transportation,218
190011,Government,92
190011,Healthcare,220
190011,Retail,436
190011,Professional Services,29
32112,Hospitality,3
32112,Healthcare,114
32112,Education,192
32112,Transportation,199
32112,Government,4
200152,Professional Services,4813
200152,Hospitality,447
200152,Retail,443
200152,Education,323
200152,Healthcare,2021
200152,Transportation,684
108002,Hospitality,146
108002,Transportation,133
108002,Professional Services,177
108002,Retail,64
108002,Education,70
186222,Education,465
186222,Manufacturing,18
186222,Government,249
186222,Hospitality,237
83103,Transportation,41
83103,Healthcare,97
83103,Education,348
83103,Retail,68
83103,Government,76
83103,Manufacturing,317
166193,Transportation,1104
166193,Professional Services,435
166193,Manufacturing,793
166193,Hospitality,1714
134151,Retail,733
134151,Education,320
134151,Government,62
134151,Professional Services,47
134151,Healthcare,83
134151,Transportation,142
170662,Retail,954
170662,Healthcare,485
170662,Hospitality,123
170662,Transportation,332
170662,Education,3663
56011,Professional Services,44
56011,Healthcare,310
56011,Manufacturing,524
56011,Retail,16
56011,Hospitality,92
83623,Education,584
83623,Transportation,288
83623,Government,45
83623,Manufacturing,156
83623,Professional Services,1115
83623,Healthcare,136
78004,Government,20
78004,Healthcare,49
78004,Manufacturing,83
78004,Education,701
189042,Healthcare,4285
189042,Professional Services,1941
189042,Hospitality,966
189042,Education,5272
76021,Government,520
76021,Retail,31
76021,Hospitality,19
76021,Healthcare,22
76021,Education,30
83561,Retail,46
83561,Hospitality,1011
83561,Transportation,623
83561,Education,112
83561,Manufacturing,596
30041,Hospitality,311
30041,Professional Services,949
30041,Manufacturing,710
30041,Transportation,1228
32141,Government,393
32141,Education,175
32141,Manufacturing,90
32141,Healthcare,653
32141,Transportation,414
32141,Hospitality,899
200253,Professional Services,584
200253,Retail,146
200253,Education,315
200253,Government,59
200253,Transportation,77
200253,Manufacturing,350
132033,Hospitality,517
132033,Transportation,190
132033,Healthcare,369
132033,Education,468
132033,Retail,66
83504,Transportation,133
83504,Healthcare,1006
83504,Manufacturing,75
83504,Education,12
83504,Hospitality,655
201112,Government,247
201112,Healthcare,96
201112,Manufacturing,843
201112,Hospitality,4
201112,Transportation,394
180003,Transportation,702
180003,Retail,665
180003,Government,570
180003,Manufacturing,1128
180003,Education,1241
83462,Transportation,6242
83462,Retail,2270
83462,Hospitality,956
83462,Healthcare,3753
32081,Education,171
32081,Transportation,33
32081,Professional Services,228
32081,Retail,502
32081,Healthcare,161
132035,Transportation,26
132035,Manufacturing,18
132035,Education,158
132035,Hospitality,20
132035,Retail,305
173051,Retail,278
173051,Manufacturing,125
173051,Education,421
173051,Transportation,846
52011,Healthcare,11564
52011,Manufacturing,1524
52011,Professional Services,928
52011,Education,4414
29052,Manufacturing,189
29052,Professional Services,151
29052,Government,122
29052,Retail,361
29052,Education,1
29052,Hospitality,54
200301,Government,6503
200301,Retail,438
200301,Education,958
200301,Manufacturing,7
201101,Healthcare,759
201101,Retail,1333
201101,Government,497
201101,Transportation,5477
201101,Professional Services,117
32091,Healthcare,440
32091,Government,96
32091,Transportation,528
32091,Hospitality,35
119024,Hospitality,429
119024,Healthcare,336
119024,Manufacturing,348
119024,Education,1179
119024,Professional Services,724
168101,Manufacturing,2813
168101,Retail,2575
168101,Education,1520
168101,Transportation,227
168101,Healthcare,694
85073,Education,622
85073,Professional Services,448
85073,Retail,86
85073,Manufacturing,129
11002,Government,196
11002,Retail,185
11002,Professional Services,1060
11002,Manufacturing,64
79083,Hospitality,532
79083,Transportation,119
79083,Manufacturing,157
79083,Education,263
31123,Manufacturing,345
31123,Government,35
31123,Healthcare,46
31123,Hospitality,122
31123,Education,176
166141,Retail,377
166141,Manufacturing,90
166141,Transportation,313
166141,Government,195
166141,Professional Services,34
19003,Government,31
19003,Retail,86
19003,Education,217
19003,Professional Services,19
19003,Hospitality,97
19003,Manufacturing,152
100132,Government,779
